company,date,type,URL,text,total engagement,engagement rate,reactions,shares,comments
ERASE (US),"27 Jul, 2019 14:03",photo,https://www.facebook.com/1003344626383879/posts/2517932988258361/,"We are raising funds to match a grant awarded by the Jewish Teen Foundation of Greater Boston.  A group of aspiring high school students raised money and awarded several grants to non-profits earlier this Spring. 

With matching funds, we will be able to present our Human Trafficking Investigations Law Enforcement Class to an area that needs the training. Thanks to your help we are almost to that goal. We are only $4335.39 away! #Boston #JTFGB #Changemakers #SupportLE",27,74.48275862,17,10,0
ERASE (US),"04 Jul, 2019 19:09",photo,https://www.facebook.com/1003344626383879/posts/2476206959097631/?substory_index=0,"""LIFE, LIBERTY and the PURSUIT of HAPPINESS"" Doesn't she deserve the same freedoms? #HelpERASE #ChildTrafficking #Freedom #ProtectOurChildren",27,75.928009,20,7,0
ERASE (US),"17 Apr, 2019 10:04",photo,https://www.facebook.com/1003344626383879/posts/2342177519167243/,"The 525th Military Intelligence Brigade and the Sexual Harassment Assault Response Prevention program office hosted the lecture that featured guest speakers Sgt. Michael Hardin of Fayetteville Police Department and Kelly Twedell, co-founder of 5 Sparrows and Director of the Fayetteville DreamCenter https://buff.ly/2UDDpOQ #makingadifference",27,83.23057953,18,9,0
ERASE (US),"13 Mar, 2019 23:14",link,https://www.facebook.com/1003344626383879/posts/2281048408613488/,,27,84.50704225,16,10,1
ERASE (US),"08 Mar, 2019 15:14",photo,https://www.facebook.com/1003344626383879/posts/2274310272620635/,"Everyday we work with amazingly strong girls and young women. They are resilient, brave, smart, beautiful, kind, and are positively impacting the lives of many people. Because they let us be a part of their lives we are better people.  #SheInspiresMe  #IWD2019 #resilient",27,84.61297399,20,7,0
ERASE (US),"27 Jan, 2019 16:10",photo,https://www.facebook.com/1003344626383879/posts/2212804402104556/,"Nationwide sting operation targets illegal massage brothels äóěThe FBI Portlandäó»s CETF investigated this case with assistance from Homeland Security Investigations (HSI) and the Toronto Police Service, which maintained a parallel investigation."" https://buff.ly/2DofR6t",27,87.86202408,13,14,0
ERASE (US),"12 Nov, 2018 10:04",link,https://www.facebook.com/1003344626383879/posts/2101832256535105/,"If you were a baroness trapped in the house of a jealous baron and had the opportunity to flee, would you do it if you knew your fate was death should you be caught?",27,93.2320442,17,10,0
ERASE (US),"28 Aug, 2018 10:04",link,https://www.facebook.com/1003344626383879/posts/2003706863014312/,"äóěFor probably the first two years I came out of the life, I didnäó»t even know I was a victim. It wasnäó»t until I started hearing and seeing scenarios of different cases and people when I said, äóÖOh my God, thatäó»s me.äó»""",27,99.77827051,15,12,0
ERASE (US),"24 Aug, 2018 16:10",link,https://www.facebook.com/1003344626383879/posts/1998936680157997/,"äóěThere are a ton of sitesäóť that are new after the closing of Craigslist and Backpage ads, Webb said. äóěDaily we will find new sites.äóť""",27,100.3717472,13,14,0
ERASE (US),"18 Aug, 2018 10:04",link,https://www.facebook.com/1003344626383879/posts/1988130401238625/,"""The term äóěsex traffickingäóť sounds kind of benign on the surface probably because most of us donäó»t really understand what it means.""",27,101.3894104,18,9,0
ERASE (US),"10 Aug, 2018 10:04",link,https://www.facebook.com/1003344626383879/posts/1974048355980163/,"Postal worker meets victim he helped get to safety.
""A postal worker from Sacramento, California, is being credited with rescuing a 16-year-old girl who had become a victim of sex trafficking.""",27,102.622577,22,5,0
ERASE (US),"06 Aug, 2018 10:04",link,https://www.facebook.com/1003344626383879/posts/1967199773331688/,"""In Iowa alone, in any given month, there are about 1,000 ads on the internet for commercial sex, says Stephen Oäó»Meara, a retired human trafficking coordinator with the Nebraska Attorney General's Office""",27,103.250478,14,12,1
ERASE (US),"17 Jul, 2018 9:00",link,https://www.facebook.com/1003344626383879/posts/1933945163323816/,Fayetteville Police Departmentäó»s Human Trafficking Unit and Sheriff Ennis W. Wright: Cumberland County NC's Human Trafficking Unit along with other law enforcement agencies and non- profits in their region are dedicated to and helping victims of human trafficking. Great job on disrupting illicit massage businesses in NC!,27,107.3131955,17,9,1
ERASE (US),"09 Jul, 2018 16:10",link,https://www.facebook.com/1003344626383879/posts/1922049294513403/,"""A new Statistics Canada report suggests the majority of human trafficking victims in Canada are women and girls younger than 25, while most of the people charged with the crimes are men between 18 and 34.""",27,111.2026359,8,18,1
ERASE (US),"21 Jun, 2018 10:14",link,https://www.facebook.com/1003344626383879/posts/1893176534067346/,"""There's lots of different dating websites, lots of social media websites. These traffickers are hitting all of them,"" said Margie Quin, Tennessee Bureau of Investigation Assistant Special Agent.""",27,114.3099069,9,17,1
ERASE (US),"31 May, 2018 10:14",link,https://www.facebook.com/1003344626383879/posts/1867410443310622/,Search intensifies for missing 15 yo Bonney Lake girl after man charged with sex trafficking.,27,116.4294955,12,11,4
ERASE (US),"02 Mar, 2018 10:14",link,https://www.facebook.com/helperase/posts/1775194415865559,"This is not hidden in the deep, dark web. Click, and within 15 minutes...you can have a child delivered to your home as easy as ordering a pizza.",27,123.853211,19,6,2
ERASE (US),"27 Dec, 2017 10:14",link,https://www.facebook.com/helperase/posts/1708061315912203,"If an adult is with a younger person and you can tell it is not a familial or parental relationship, if someone is looking down and not making eye contact and seems very uncomfortable it can be a sign of human trafficking",27,128.6939943,21,6,0
ERASE (US),"11 Oct, 2017 16:04",link,https://www.facebook.com/helperase/posts/1628980247153644,"""If I could wave a magic wand and change one thing about trafficking, it would be the public perception of what trafficking is,"" Ferjak told a crowd of more than 100 at the Fellowship Community Church. ""Most people think about prostitution when you say human trafficking. I'm here to tell you in a very clear and definite way they are not the same thing.  ""We need to stop talking about prostitutes and start talking about prostituted people.""",27,136.0201511,14,12,1
ERASE (US),"10 Jun, 2017 20:07",link,https://www.facebook.com/helperase/posts/1505191599532510,,27,173.187941,16,11,0
ERASE (US),"05 May, 2017 20:07",link,https://www.facebook.com/helperase/posts/1466707656714238,,27,177.7485188,14,13,0
ERASE (US),"15 Feb, 2017 1:58",link,http://www.wusa9.com/news/local/mom-with-local-ties-fears-daughter-has-become-victim-of-human-trafficking/408257793,,27,207.2141213,24,0,3
ERASE (US),"28 Jul, 2020 0:36",photo,https://www.facebook.com/helperase/photos/a.1029649477086727/3336777466373905/?type=3,"#Repost @unboundfortworth
Ü€éÜ€éÜ€é
WEAR BLUE this Thursday and join us by observing the United Nationäó»s World Day Against Trafficking in Persons, July 30. Snap a selfie of yourself in blue with the tag @unboundfortworth. 

Join the fight on a local level by becoming a monthly supporter of Unbound or helping provide donations for survivors. Find out more out at unboundfortworth.org.

#notinmycity #endtrafficking #ignitehope #worlddayagainsttrafficking #worlddayagainsttraffickinginpersons #worlddayagainsthumantrafficking #fortworth #texas #humantrafficking #sextrafficking",26,54.88705932,9,17,0
ERASE (US),"05 Jul, 2019 10:04",photo,https://www.facebook.com/1003344626383879/posts/2477277155657278/?substory_index=0,"Working in the Anti-Human Trafficking field can be challenging at times. From medical providers to law enforcement to advocacy, it is not for everyone. The most important thing we can do when working with individuals that have been victimized by human trafficking is to Do No Harm. Being survivor and trauma informed is essential for any organization working in the human trafficking space. 
Our prime purpose in this life is to help others. And if you can't help them, at least don't hurt them. ~Dalai Lama
#BeKind #BeInformed #BetheDifference",26,72.99270073,19,7,0
ERASE (US),"22 May, 2019 10:04",link,https://www.facebook.com/1003344626383879/posts/2398645356853792/,"äóěDani Peisiger, left, manager of the Maternity Care Center at Kearney Regional Medical Center, and Tanya Sandoval, KRMC maternity educator, want to be part of the sex trafficking solution in central Nebraska.äóě
https://buff.ly/2Hwibuo",26,78.93139041,20,6,0
ERASE (US),"15 Apr, 2019 10:04",photo,https://www.facebook.com/1003344626383879/posts/2339223252796003/,"Out of the 415 human trafficking victims rescued in Orange County in the past two years, 73 percent of those victims were newly trafficked in either 2017 or 2018. 
https://buff.ly/2KEmY0i",26,80.24691358,14,12,0
ERASE (US),"22 Jan, 2019 16:10",link,https://www.facebook.com/1003344626383879/posts/2205430362841960/,"""Child sex trafficking occurs in large cities and small communities,"" the release said. ""The National Center for Missing and Exploited Children communicates that one out of seven runaways reported to them are likely victims of sex trafficking.",26,84.82871126,13,13,0
ERASE (US),"03 Jul, 2018 10:14",link,https://www.facebook.com/1003344626383879/posts/1912221915496141/,äóěPolice arrest 2 suspects at North Carolina nail salon; suspects charged with human trafficking.äóť,26,108.2431307,11,15,0
ERASE (US),"29 Jun, 2018 16:04",link,https://www.facebook.com/1003344626383879/posts/1905923242792675/,"""Thistle & Bee is a one-year-old business that is helping women rebuild their lives, by training them to become beekeepers.""",26,109.1061687,23,3,0
ERASE (US),"27 May, 2018 16:04",link,https://www.facebook.com/1003344626383879/posts/1863740490344284/,äóěIt's a very horrific life. You have had layers and layers and layers of trauma.äóť,26,112.2625216,17,8,1
ERASE (US),"23 May, 2018 20:32",video,https://www.facebook.com/helperase/videos/1859846014067065/,"Shout out to Mr Roger DeHart, #NoMoreMilesWalk, and First STOP Inc.!!!!  What we can learn from a fifty day, 1000+ mile walk.",26,112.7004768,12,10,4
ERASE (US),"23 Mar, 2018 10:14",link,https://www.facebook.com/helperase/posts/1798519260199741,"Belles and her team were engaged in activities for ten days in Minneapolis, Minnesota, host city of Super Bowl LII. It was the group's ninth operation surrounding the NFL championship game äóń and preparations began more than a year in advance.",26,118.289354,18,7,1
ERASE (US),"02 Jan, 2018 20:03",video,https://www.facebook.com/helperase/videos/1714555955262739/,Is There a Doctor in the House?  #HelpErase,26,123.2227488,13,5,8
ERASE (US),"26 Nov, 2017 10:14",link,https://www.facebook.com/helperase/posts/1674967622554906,"""Experts say girls, women may return to 'the game' up to 5 times before breaking free.""",26,126.2135922,12,13,1
ERASE (US),"17 Nov, 2017 16:04",link,https://www.facebook.com/helperase/posts/1665779520140383,"Human Trafficking Hits Record High in U.S.--But 9/10 People Wouldn't Know It If They Saw It. Contrary to popular belief, the United States is a breeding ground for trafficking.",26,126.705653,15,11,0
ERASE (US),"06 Nov, 2017 10:14",link,https://www.facebook.com/helperase/posts/1654808447904157,"äóěWe at the FBI have no greater mission than to protect our nationäó»s children from harm,äóť FBI Director Christopher Wray said. äóěUnfortunately, the number of traffickers arrestedäóîand the number of children recoveredäóîreinforces why we need to continue to do this important work. This operation isn't just about taking traffickers off the street. Itäó»s about making sure we offer help and a way out to these young victims who find themselves caught in a vicious cycle of abuse.äóť",26,127.388535,15,10,1
ERASE (US),"13 Oct, 2017 20:53",link,https://www.facebook.com/helperase/posts/1631301656921503,"#Found
#Houston",26,130.5220884,16,8,2
ERASE (US),"08 Oct, 2017 16:04",link,https://www.facebook.com/helperase/posts/1626007784117557,"Stories of sexual abuse and assault involving children are a horrific reality. Because of this, parents unfortunately have to educate their children on sex trafficking, abuse and assault starting at a young age to hopefully avoid adding to the statistics.",26,131.3131313,14,12,0
ERASE (US),"17 Sep, 2017 20:27",link,https://www.facebook.com/helperase/posts/1607012699350399,"äóěThis is a classic case of human trafficking, in which the perpetrators isolated and intimidated a vulnerable victim so they could exploit her for their profit.äóť

Traffickers do not fit a stereotyped look.  They can be someone in your neighborhood.",26,135.3461739,24,0,2
ERASE (US),"13 Jul, 2017 18:14",link,https://www.facebook.com/helperase/posts/1543778282340508,"*Trigger Warning*
This article is a true reflection of what's happening in our country surrounding Child Trafficking. We are in full support of law enforcement and know they are on the front lines working to make a difference. Many police departments do not have the resources or training that's needed to combat this problem. We talked about this situation not to further exploit this young girl but to give her a voice. Information has been changed to protect her.
Thank you Dr. Kimberly Mehlman-Orozco for writing this article!",26,156.3439567,16,9,1
ERASE (US),"09 Jan, 2019 19:01",video,https://www.facebook.com/helperase/videos/770277456690283/,"It takes a village of unsung heroes!
#HelpERASE",25,83.36112037,13,11,1
ERASE (US),"05 Sep, 2018 19:05",video,https://www.facebook.com/helperase/videos/318749828681588/,"Fundraisers, Marketing & Ethics - where do you fit in?  #HelpERASE",25,91.70946442,12,6,7
ERASE (US),"28 Aug, 2019 16:10",photo,https://www.facebook.com/1003344626383879/posts/2575174872534172/?substory_index=0,"With mental chains, traffickers are able to control victims from jail.

äóěThis pimp was in jail and then made minor girls prostitute themselves so he could get bail money to bond out of jail.äóť #humantrafficking 

https://buff.ly/2zs52NS",25,67.97172376,15,10,0
ERASE (US),"28 May, 2019 10:04",link,https://www.facebook.com/1003344626383879/posts/2408773272507667/,"We have seen an increase in successful prosecutions when education is provided to law enforcement, prosecutors, and judges. A difference can be made. 
 äóěStates need to add resources into support trafficking victims, educate the public and train law enforcement if the numbers of prosecutions and convictions are to improve, officials and experts say.äóť",25,75.73462587,14,11,0
ERASE (US),"27 Apr, 2019 16:10",photo,https://www.facebook.com/1003344626383879/posts/2358465857538409/,"Itäó»s not only in rural West Virginia. With education and resources, law enforcement can combat this problem but itäó»s going to take communities to make this a priority issue.  #protectchildren
äóěEnd of Innocence: Familial Sex Trafficking in West Virginiaäóť https://buff.ly/2V2d6lG",25,76.85213649,16,8,1
ERASE (US),"22 Feb, 2019 14:01",photo,https://www.facebook.com/1003344626383879/posts/2253955441322785/,"Two days ago this was a story about victims being recovered from a Human Trafficking Operation and the arrest of two individuals accused of running a sex trafficking ring. 
Now that the news of New England Patriots owner Robert Kraft was charged today on two counts of soliciting prostitution stemming from this case it is a trending story.  Hopefully, the victims of this story and many others like them will not be overlooked or forgotten about.",25,78.88923951,14,11,0
ERASE (US),"05 Nov, 2018 20:30",photo,https://www.facebook.com/1003344626383879/posts/2092976430754021/,After class chat rounds out day 1 of our Advanced Human Trafficking Investigations Training. See you tomorrow.,25,86.53513326,20,5,0
ERASE (US),"20 Aug, 2018 16:10",link,https://www.facebook.com/1003344626383879/posts/1992085110843154/,"Training those on the frontline is crucial in the fight against human trafficking.
äóěPolice saw something at the Dorsett Street home that made them believe that the location could be linked to human trafficking.äóť",25,93.70314843,16,9,0
ERASE (US),"04 Aug, 2018 12:05",link,https://www.facebook.com/1003344626383879/posts/1964024146982584/,,25,98.65824783,14,10,1
ERASE (US),"02 Aug, 2018 11:23",photo,https://www.facebook.com/1003344626383879/posts/1960565207328478/,"Your participation on World Day Against Trafficking In Persons helped spread Human Trafficking Awareness to over 60 thousand people on Social Media all across the globe. 

#TogetherWeCanCreateChange #endhumantrafficking #worlddayagainsttraffickinginpersons #Community #YouRock #SuperStar #SuperHero #ThankYou",25,96.11687812,14,11,0
ERASE (US),"26 Jul, 2018 10:04",link,https://www.facebook.com/1003344626383879/posts/1948786275173038/,"He said ""We're going to love you until you can love yourself. And...I see something in you that you can't see yet."" This is an older article but we love sharing it. One person can create change. This Judge altered the paths of countless lives for the better. Being trauma informed is essential when working in the anti-human trafficking industry.",25,97.35202492,16,9,0
ERASE (US),"29 May, 2018 16:04",link,https://www.facebook.com/1003344626383879/posts/1865690026815997/,"3 men charged in human trafficking investigation. 
Drug addiction is often used by traffickers as a way to manipulate victims.",25,107.8050884,18,3,4
ERASE (US),"19 Feb, 2018 16:39",link,https://www.facebook.com/helperase/posts/1764067940311540,"äóěThere are hundreds of thousands, and potentially over a million, victims trapped in the world of sex trafficking in the United States. Because of the hidden nature of the crime, it is essentially impossible to know how many for sure,äóť the U.S. Institute Against Human Trafficking said.",25,115.2073733,10,15,0
ERASE (US),"11 Feb, 2018 16:04",link,https://www.facebook.com/helperase/posts/1755538287831172,"""Being able to send a quick text for help can just be a matter of life and death,"" explains Casey Alvarez, Executive Director, GO 61. Texting and online chatting in English and Spanish 24/7 has become the latest outlet for victims of human trafficking to alert authorities and get information on how to escape.",25,115.9554731,7,18,0
ERASE (US),"31 Jan, 2018 10:14",link,https://www.facebook.com/helperase/posts/1743943868990614,"Roger DeHart is a well-known court bailiff. He has worked there more than 15 years. Being in the courtroom has given him a firsthand look at human trafficking victims äóî and the horrors that they live through. Roger DeHart, walking for a cause: äóěI feel like human trafficking, especially down here in Broward County, is a hush-hush topic.äóť
So Roger decided it was time to get people talking about it.",25,116.5501166,15,9,1
ERASE (US),"15 Oct, 2017 16:04",link,https://www.facebook.com/helperase/posts/1633270483391287,"äóěWhat weäó»re finding is that health professionals do not feel comfortable identifying and treating someone who has been human trafficked,äóť",25,125.3761284,21,2,2
ERASE (US),"08 Oct, 2017 21:03",link,https://www.facebook.com/helperase/posts/1626201620764840,#TrueHero,25,126.135217,21,4,0
ERASE (US),"28 Sep, 2017 15:20",link,https://www.facebook.com/helperase/posts/1616717751713227,"The biggest problem is lack of awareness. Hotel staff and guests donäó»t realize that trafficking is happening, or how to recognize the signs. Even if they do sense that a situation is suspicious, they may not know how to report it or whether itäó»s worth reporting at all.",25,128.1394157,14,10,1
ERASE (US),"27 Sep, 2017 16:04",link,https://www.facebook.com/helperase/posts/1615894768462192,"""Anyone who calls this number will receive assistance,"" Aaron Rouse, the FBI agent in charge in Las Vegas, told reporters at an announcement timed to coincide with images appearing on 10 electronic billboards at busy crossroads and freeways around Sin City.
""This is not about law enforcement,"" Rouse said. ""This is about saving lives.""",25,128.2051282,13,12,0
ERASE (US),"05 Sep, 2017 20:05",video,https://www.facebook.com/helperase/videos/1596868097031526/,"CHILD EMPOWERMENT SERIES!!!

Character Development - Top 4 Focuses to keep the kids you love safe & on track for success! (Part 3 of 4)
#ChildEmpowerment",25,130.480167,8,4,13
ERASE (US),"04 Apr, 2017 21:03",video,https://www.facebook.com/helperase/videos/1428109487240722/,Getting involved is simple & desperately needed!,25,172.7712509,14,8,3
ERASE (US),"22 Mar, 2017 9:39",link,http://bit.ly/2nRBBxP,"Traffickers will use many techniques to lure teenagers into trafficking. #Educate #Teens. 
http://bit.ly/2nRBBxP",25,175.070028,10,15,0
ERASE (US),"19 Feb, 2017 10:51",link,http://bit.ly/2lXJ9l1,"Another great story out of Indiana. Social Media and Sex Trafficking is what will be discussing next week at Summit Live.
#EducateYourself #SummitLive 
http://bit.ly/2lXJ9l1",25,188.9644747,10,14,1
ERASE (US),"11 Jan, 2021 18:10",photo,https://www.facebook.com/1003344626383879/posts/3813466495371664/,,24,50.66497783,21,3,0
ERASE (US),"11 Oct, 2018 19:04",video,https://www.facebook.com/helperase/videos/289928018514468/,Physical Domestic Abuse & Human Trafficking #HelpERASE,24,83.76963351,13,6,5
ERASE (US),"07 Jan, 2020 22:57",photo,https://www.facebook.com/helperase/photos/a.1029649477086727/2853485434703113/?type=3,"Blue is internationally symbolic of human trafficking awareness. Join in wearing blue on January 11th.
#humantrafficking #awareness #community",24,52.51641138,9,14,1
ERASE (US),"09 Feb, 2019 10:04",photo,https://www.facebook.com/1003344626383879/posts/2232389293479400/,"Abdul Basier Hashimi, 26, pleaded guilty to sex trafficking a 13-year-old child in Septmeber after he met the minor on Tagged.com

Read more here: https://buff.ly/2Gl9a6Z https://buff.ly/2IH3ySZ",24,77.26980039,12,11,1
ERASE (US),"26 Sep, 2018 16:15",photo,https://www.facebook.com/1003344626383879/posts/2038734626178202/,"""Asian females working in some of these massage parlors were instructed to live and work in the businesses and their movements were extremely restricted,"" Weigand said. https://buff.ly/2OcpTh7",24,85.10638298,15,9,0
ERASE (US),"03 Aug, 2018 10:04",link,https://www.facebook.com/1003344626383879/posts/1962133587171640/,"äóěWhen it comes to human trafficking, many are unaware of how common it is, or even what it is. Spicer stressed the importance of community education, of being able to identify what is human trafficking and what isnäó»t.äóť",24,92.13051823,14,9,1
ERASE (US),"10 Jul, 2018 10:04",link,https://www.facebook.com/1003344626383879/posts/1923150724403260/,"äóěHereäó»s how it works: kids (students) see a sign on the side of the road that says, äóÖmake $750 a week traveling the countryäó» and they call the 1-800 number, and they think theyäó»re going to travel the United States with kids their age, see America or go to the beach, and while theyäó»re out, theyäó»re going to sell some magazines,äóť",24,98.32036051,12,12,0
ERASE (US),"03 Jul, 2018 16:04",link,https://www.facebook.com/1003344626383879/posts/1912694808782185/,"äóěJones survived 7 years of sex trafficking, starting at age 11. She tells WSB signs like the ones the County is putting up, offering assistance, might be lifesavers, and believes it would have made a huge difference.äóť",24,99.91673605,13,11,0
ERASE (US),"07 Jun, 2018 16:04",photo,https://www.facebook.com/1003344626383879/posts/1874835575901442/,"Sex Trafficking - What parents should look for. 
#teens #humantrafficking #awareness #money #gifts #deception",24,102.8718388,9,13,2
ERASE (US),"18 May, 2018 10:14",link,https://www.facebook.com/helperase/posts/1854523664599300,"äóěWhen you talk to survivors of human trafficking, love is really the only quality that brings one from the dark side into the light. Lorena Barrios is the epitome of love and grace,äóť Bosworth said while presenting Barrios her award.",24,104.8034934,19,5,0
ERASE (US),"11 May, 2018 10:39",photo,https://www.facebook.com/helperase/posts/1847941618590838,"We need your help!
We are looking for donated airline miles or hotels points for immediate travel. You can contact Sandy at 800-819-3727 with any questions.
You can also text ERASE to 91999 to make a donation. 
Thank you!
#Support #Survivors #HelpERASE",24,105.4481547,8,15,1
ERASE (US),"11 May, 2018 10:14",link,https://www.facebook.com/helperase/posts/1847919261926407,"The lengthy investigation, äóěOperation Extended Stay,äóť was conducted over more than a year, wrapping up April 10, the Sheriffäó»s Office said.",24,105.4481547,14,10,0
ERASE (US),"13 Apr, 2018 16:04",link,https://www.facebook.com/helperase/posts/1820573941327606,"As a part of the deal that will see him serve a maximum of five years in prison, the prosecutors say Ferrer has surrendered the URLs of the site and its data to law enforcement, and that he will cooperate in the prosecution against others involved with the company",24,107.6233184,18,6,0
ERASE (US),"12 Mar, 2018 16:04",link,https://www.facebook.com/helperase/posts/1786783718039962,up to 88-percent of victims and survivors have some kind of interaction with a healthcare provider while they are being trafficked but are not identified.,24,109.5390233,15,7,2
ERASE (US),"10 Mar, 2018 16:04",link,https://www.facebook.com/helperase/posts/1784483804936620,"The app, called Operation Compass, was launched in December 2015 and allows users to anonymously report cases of human trafficking from anywhere in the U.S. Reports are immediately sent to service providers and law enforcement, who are able to locate the reported instance and take action against human traffickers.",24,109.4890511,14,10,0
ERASE (US),"19 Jan, 2018 14:34",link,https://www.facebook.com/helperase/posts/1731790740205927,"The statement below is why we focus on law enforcement training.

äóěIäó»ve been a cop for 30 years and I had no clue,äóť said Philadelphia Police Lieutenant Gary Ferguson. äóěNo idea that human trafficking and prostitution was this big a problem in Philadelphia.äóť",24,112.7289807,9,15,0
ERASE (US),"02 Jan, 2018 10:14",photo,https://www.facebook.com/helperase/posts/1714153145303020:0,"January is National Slavery and Human Trafficking Prevention Month

This month we will share tips on how people in various professions can help prevent Human Trafficking.

Join us on Tuesday nights at 8pm to learn more. 
Share Your Tips Too! 

#EndHumanTrafficking #HelpERASE",24,113.8519924,10,14,0
ERASE (US),"16 Dec, 2017 16:04",link,https://www.facebook.com/helperase/posts/1697361230315545,"Human trafficking survivor promotes early intervention 
äóěI never said anything about my experience because the traffickers had literally brainwashed me to believe that everything was my fault,äóť",24,115.1079137,19,5,0
ERASE (US),"27 Jul, 2017 9:14",link,https://www.facebook.com/helperase/posts/1559414584110211,"The ""silent crime"" of human trafficking, and especially child sex trafficking, is getting a tiny bit louder.-Paving the Way
 #HelpErase #GiveFreedom",24,128.4796574,15,9,0
ERASE (US),"07 Jul, 2017 17:13",photo,https://www.facebook.com/helperase/posts/1536927549692248,Join us tomorrow 3pm est. as we continue our month-long awareness campaign #GiveFreedom. We are honored to have Kelley Alsobrook from Rise UP & Fight do a FB Live and share her knowledge about Human Trafficking. Please share this out and join in the conversation.,24,147.3296501,10,14,0
ERASE (US),"03 May, 2017 11:01",link,http://bit.ly/2p5K8wn,"There are many great people and organizations dedicated to protecting our children. This news story highlights the work of Marc Klaas & KlaasKids Foundation.
#CreatingChange 
http://bit.ly/2p5K8wn",24,158.3113456,16,8,0
ERASE (US),"02 May, 2017 21:30",photo,https://www.facebook.com/helperase/photos/a.1029649477086727.1073741828.1003344626383879/1463382477046756/?type=3,"äóČ14 yo Teen escapes from traffickers. Arrest made in #Philadelphia. äóĺ
äóČ#survivor 
http://cbsloc.al/2qqp4Wiäóĺ",24,158.3113456,16,8,0
ERASE (US),"01 Apr, 2017 14:47",link,http://bit.ly/2ouq8V6,"Sex trafficking can happen anywhere, even next door to you. 
Law enforcement busted large Sex Trafficking ring that originated out of Irvine, Ca 
#Awareness 
#Irvine
http://bit.ly/2ouq8V6",24,166.7824878,15,8,1
ERASE (US),"10 Jun, 2019 21:06",video,https://www.facebook.com/helperase/videos/876716502664454/,"$6,834.39 Celebration!!! 
(and how you can be a part of the team!)",23,69.63366636,16,5,2
ERASE (US),"08 Apr, 2020 20:08",video,https://www.facebook.com/helperase/videos/513330286243267/,"Trafficking, Survivors & COVID-19",23,48.44144903,14,3,6
ERASE (US),"11 Dec, 2020 13:37",link,https://www.facebook.com/1003344626383879/posts/3734504616601186/,"Runaways vs Lured Away
When a child goes missing and parents and police believe they have run away often the possibility of being lured away is overlooked. Learn more with this short video.",23,48.55393709,10,12,1
ERASE (US),"09 Feb, 2020 17:17",photo,https://www.facebook.com/helperase/photos/a.1029649477086727/2921994701185519/?type=3,"We are grateful for the work done by law enforcement around the country that are dedicated to making a difference. San Bernardino County Human Trafficking Task Force has been one of the leaders in doing victim-centered/trauma informed operations focused on the buyers and sellers. And most importantly they recover victims who are being trafficked. #MakeADifference #NotforSale 
https://buff.ly/2OG5twi",23,48.69786153,19,4,0
ERASE (US),"19 Oct, 2019 16:10",video,https://www.facebook.com/1003344626383879/posts/2676335649084760/,"Today itäó»s TikTok, tomorrow it could be something new. Parents need to have conversations about online and social media safety and the risks of being lured by predators. Safety shouldnäó»t be app specific, it needs to be an ongoing conversation.
#SocialMedia",23,61.05654367,13,10,0
ERASE (US),"19 Jul, 2019 10:04",photo,https://www.facebook.com/1003344626383879/posts/2502926019759058/?substory_index=0,"Police arrest two people Monday who were reportedly involved in sex trafficking in three states. 
https://buff.ly/2JFqLbe",23,63.78258458,19,4,0
ERASE (US),"16 Jul, 2019 11:45",photo,https://www.facebook.com/1003344626383879/posts/2497535523631441/?substory_index=0,"""I was important to recover because I was...I was not recovered because you thought I wasnäó»t.""  Everyone deserves to be free and treated with dignity.   #invisablechains #trainingmatters #bethedifference #victimcentered",23,63.90664073,14,9,0
ERASE (US),"06 Jun, 2019 16:10",link,https://www.facebook.com/1003344626383879/posts/2425228317528829/,"We wanted to re-share this as a reminder that change happens when people are educated and care enough to #makeadifference. 
""Sampedro-Iglesias went on to establish GRACE Court, one of the first trauma-informed courts for juvenile survivors of human trafficking in the country äóî and a potential model for Alabama.""
#creatingchange",23,69.59152799,16,7,0
ERASE (US),"16 May, 2019 16:10",link,https://www.facebook.com/1003344626383879/posts/2389072584477736/,"""An anti-human trafficking group from the Wilmington, North Carolina, area is trying to help out on the other side of the Carolina border.""",23,70.18614587,14,9,0
ERASE (US),"10 May, 2019 12:25",status,https://www.facebook.com/1003344626383879/posts/2378743002177361/,"This past weekend ERASE participated in SOAP Project (Save Our Adolescents from Prostitution) outreach event held by NJ Coalition Against Human Trafficking. Monmouth County Sheriff's Office hosted the training and outreach. Congressman Chris Smith spoke about the importance of continuing the battle against human trafficking. Theresa Floresäó» S.O.A.P program provides human trafficking awareness to hotel staff through volunteers. Hotels receive bars of soap labeled with the National Human Trafficking Hotline number. An important part of this initiative was showing hotel staff pictures of area missing children who are at risk of being trafficked. They are asked to report any sightings to National Center for Missing & Exploited Children. Sheriff Shaun Golden and Christine G. Hanlon showed their support in raising awareness to protect our children. ERASEäó»s Exec Dir, Sandy Sparks teamed up with veteran SOAP UP NJ volunteer @ebony_lancaster, together they worked to #helperase #childtrafficking in #newjersey.",23,70.37943696,15,7,1
ERASE (US),"20 Mar, 2019 16:10",link,https://www.facebook.com/1003344626383879/posts/2290622614322734/,"äóěKartan and Barai did not simply fail to pay victims for their work,äóť said Sean Ragan, special agent in charge of the Sacramento FBI Field Office, adding, äóěThey deprived them of their dignity and robbed them of their federally protected civil rights.äóť",23,71.76287051,16,7,0
