,url,created_time,message,cleaned_message,emojis,mentions,names,message_tags,attachments,urls,original_date,total_engagement,engagement_rate,reactions,shares,comments,date,day_week,Mon,Tue,Wed,Thur,Fri,Sat,season,winter,spring,summer,hour,time_day,morning,afternoon,evening,emoji_num,mention_num,name_num,share,share_url,photo,photo_url,video,video_url,media_desc,thumbnail_url,link,face_present,key,engagement_rate_label,total_engagement_label,engagement_rate_label2,total_engagement_label2,engagement_rate_label3,total_engagement_label3,weighted_engagement,recovered,missing,asterisk,federal,special_day,face_vague,hashtag_num,weighted_engagement_label3,shares_label3
23,https://www.facebook.com/1003344626383879/posts/2624550787596580/,2019-09-24T14:04:01+0000,,,,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2mjzVRu&h=AT0nmmlPHbAcvclmBFzacEd6cOlXm30h2pk78G3NBjJOUveKzlCQLRJIzGm4oJnL0pEzJ8NC2nxe2y86x_EuuJKqN-BeUPkqs8ET6EiKJ33DsGrwcykFurqNqQq-gz8T&s=1', 'media_description': 'Found her! Missing Westampton teen girl located safe in Philly', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFgMdLinE_AgOXL&w=720&h=720&url=https%3A%2F%2Ftownsquare.media%2Fsite%2F385%2Ffiles%2F2019%2F09%2Faviana-weaver1.jpg%3Fw%3D1200%26h%3D0%26zc%3D1%26s%3D0%26a%3Dt%26q%3D89&cfs=1&sx=296&sy=0&sw=800&sh=800&_nc_cb=1&_nc_hash=AQGG3TR_Msb5gXly'}]",,"24 Sep, 2019 10:04",119,323.2817169,95,21,3,2019-09-24,1,0,1,0,0,0,0,3,0,0,0,10,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2mjzVRu&h=AT0nmmlPHbAcvclmBFzacEd6cOlXm30h2pk78G3NBjJOUveKzlCQLRJIzGm4oJnL0pEzJ8NC2nxe2y86x_EuuJKqN-BeUPkqs8ET6EiKJ33DsGrwcykFurqNqQq-gz8T&s=1,0,,0,,Found her! Missing Westampton teen girl located safe in Philly,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFgMdLinE_AgOXL&w=720&h=720&url=https%3A%2F%2Ftownsquare.media%2Fsite%2F385%2Ffiles%2F2019%2F09%2Faviana-weaver1.jpg%3Fw%3D1200%26h%3D0%26zc%3D1%26s%3D0%26a%3Dt%26q%3D89&cfs=1&sx=296&sy=0&sw=800&sh=800&_nc_cb=1&_nc_hash=AQGG3TR_Msb5gXly,0,1,83,2,2,2,2,1,1,70.75,0,0,0,0,0,0,0,1,1
77,https://www.facebook.com/1003344626383879/posts/2318529318198730/,2019-04-08T19:04:15+0000,"Mack enters Guilty plea. According to court filings, Mack directly or implicitly required her slaves, including Jane Does 1 and 2, as identified in the Indictment, to engage in sexual activity","['mack', 'enter', 'guilti', 'plea', 'accord', 'court', 'file', 'mack', 'directli', 'implicitli', 'requir', 'slave', 'includ', 'jane', 'identifi', 'indict', 'engag', 'sexual', 'activ']",,,['Jane'],,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2UpXYhQ&h=AT3YH1YUCAgXvqBNJy9JiyUwwjrAjNB4o9-93sXTTkd099Ga0T_l5v_f4ET5tHdbTF9iJAG3OC31JLiRGJhRAqxuQYxUyuFhI5dyinEL_6yzn8xHqprvvqde_Sf70XW1&s=1', 'media_description': '‘Smallville’s Allison Mack Pleads Guilty In Sex Cult Case', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFmogJVPpNuzMiM&w=403&h=403&url=https%3A%2F%2Fpmcdeadline2.files.wordpress.com%2F2019%2F04%2Fallison-mack.jpg%3Fw%3D605&cfs=1&sx=0&sy=0&sw=403&sh=403&_nc_cb=1&_nc_hash=AQFDPWJjP6P9oaEu'}]",,"08 Apr, 2019 15:04",116,359.3556382,54,59,3,2019-04-08,0,1,0,0,0,0,0,1,0,1,0,15,2,0,1,0,0,0,1,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2UpXYhQ&h=AT3YH1YUCAgXvqBNJy9JiyUwwjrAjNB4o9-93sXTTkd099Ga0T_l5v_f4ET5tHdbTF9iJAG3OC31JLiRGJhRAqxuQYxUyuFhI5dyinEL_6yzn8xHqprvvqde_Sf70XW1&s=1,0,,0,,‘Smallville’s Allison Mack Pleads Guilty In Sex Cult Case,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFmogJVPpNuzMiM&w=403&h=403&url=https%3A%2F%2Fpmcdeadline2.files.wordpress.com%2F2019%2F04%2Fallison-mack.jpg%3Fw%3D605&cfs=1&sx=0&sy=0&sw=403&sh=403&_nc_cb=1&_nc_hash=AQFDPWJjP6P9oaEu,0,0,85,2,2,2,2,1,1,88.25,0,0,0,0,0,0,0,1,1
50,https://www.facebook.com/1003344626383879/posts/2353914511326877/,2019-04-24T20:10:01+0000,7 years in prison for enslaving a child for 16 years...there tends to be a lack of knowledge and awareness among judges when it comes to labor trafficking.,"['year', 'prison', 'enslav', 'child', 'year', 'tend', 'lack', 'knowledg', 'awar', 'among', 'judg', 'come', 'labor', 'traffick']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2vkFiRD&h=AT2H2-DS3ahcFgB_l2AA2FdWs9NQMrISU12golt6wU9C3fvUBfvw4z9_9S-PWfgE-x0qWqCkNMWlDw0F7FZQhhSyFikkUFEQQ8FZRRATYE16hA2gV_Qs4BUZ-qC4GjHL&s=1', 'media_description': 'Couple get 7 years in prison each for enslaving Guinean girl', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQG2xsIsOnLnj4jU&w=630&h=630&url=https%3A%2F%2Fewscripps.brightspotcdn.com%2Fdims4%2Fdefault%2Fced46c7%2F2147483647%2Fstrip%2Ftrue%2Fcrop%2F2200x1155%2B0%2B111%2Fresize%2F1200x630%21%2Fquality%2F90%2F%3Furl%3Dhttps%253A%252F%252Fewscripps.brightspotcdn.com%252F75%252F60%252F759fc8ad4c68a57e89eba94461a6%252Fap-19112846387204.jpg&cfs=1&_nc_cb=1&_nc_hash=AQGnyeegGgndzl9u'}]",,"24 Apr, 2019 16:10",116,356.5939133,69,44,3,2019-04-24,2,0,0,1,0,0,0,1,0,1,0,16,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2vkFiRD&h=AT2H2-DS3ahcFgB_l2AA2FdWs9NQMrISU12golt6wU9C3fvUBfvw4z9_9S-PWfgE-x0qWqCkNMWlDw0F7FZQhhSyFikkUFEQQ8FZRRATYE16hA2gV_Qs4BUZ-qC4GjHL&s=1,0,,0,,Couple get 7 years in prison each for enslaving Guinean girl,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQG2xsIsOnLnj4jU&w=630&h=630&url=https%3A%2F%2Fewscripps.brightspotcdn.com%2Fdims4%2Fdefault%2Fced46c7%2F2147483647%2Fstrip%2Ftrue%2Fcrop%2F2200x1155%2B0%2B111%2Fresize%2F1200x630%21%2Fquality%2F90%2F%3Furl%3Dhttps%253A%252F%252Fewscripps.brightspotcdn.com%252F75%252F60%252F759fc8ad4c68a57e89eba94461a6%252Fap-19112846387204.jpg&cfs=1&_nc_cb=1&_nc_hash=AQGnyeegGgndzl9u,0,1,84,2,2,2,2,1,1,80.75,0,0,0,0,0,0,0,1,1
60,https://www.facebook.com/1003344626383879/posts/2561780920540234/,2019-08-21T12:25:31+0000,"Feds move to dismiss Jeffrey Epstein's sex-trafficking indictment but officials say they have no plans to end the probe into Epstein's alleged victims' claims, and authorities are still considering charging others accused in the alleged underage sex ring.","['fed', 'move', 'dismiss', 'jeffrey', 'epstein', 'sex-traffick', 'indict', 'offici', 'say', 'plan', 'end', 'probe', 'epstein', 'alleg', 'victim', 'claim', 'author', 'still', 'consid', 'charg', 'accus', 'alleg', 'underag', 'sex', 'ring']",,,['Jeffrey Epstein'],,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2KWthco&h=AT2I0brbt59_3K5oIyaCqjZAkjZBH-vHSgeo1ODMWrto896uGE4GhVSBUQLCva83m79lsq7Wx8nQv_HGn36OrPTGx-mqQGPvRbU78ehJLoNlWDqX8R1A91jnDvFgmidU&s=1', 'media_description': ""Feds move to dismiss Jeffrey Epstein's sex-trafficking indictment"", 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEuGmxlSifQlcXb&w=720&h=720&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F08%2FJeffrey-Epstein1.jpg&cfs=1&sx=0&sy=0&sw=720&sh=720&_nc_cb=1&_nc_hash=AQF4UsaOSSmMG7OL'}]",,"21 Aug, 2019 8:25",112,304.4305518,59,49,4,2019-08-21,2,0,0,1,0,0,0,2,0,0,1,8,1,1,0,0,0,0,1,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2KWthco&h=AT2I0brbt59_3K5oIyaCqjZAkjZBH-vHSgeo1ODMWrto896uGE4GhVSBUQLCva83m79lsq7Wx8nQv_HGn36OrPTGx-mqQGPvRbU78ehJLoNlWDqX8R1A91jnDvFgmidU&s=1,0,,0,,Feds move to dismiss Jeffrey Epstein's sex-trafficking indictment,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEuGmxlSifQlcXb&w=720&h=720&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F08%2FJeffrey-Epstein1.jpg&cfs=1&sx=0&sy=0&sw=720&sh=720&_nc_cb=1&_nc_hash=AQF4UsaOSSmMG7OL,0,1,88,2,2,2,2,1,1,81.5,0,0,0,0,0,0,0,1,1
122,https://www.facebook.com/1003344626383879/posts/2672043802847278/,2019-10-17T20:10:03+0000,"“They are in denial that this is the person who put them in that situation. In their minds, they think this is the person who is going to let them live.” #invisiblechains","['denial', 'person', 'put', 'situat', 'mind', 'think', 'person', 'go', 'let', 'live']",,,,['InvisibleChains'],"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2OTKzdJ&h=AT0Jgc4H3fKWlgrZYOf5-CKCLlPZOqP0KG6pVJ18kPxtASy9pqDu5hncQ4W8xk5TUVEmJ3P3xX1WTyY_HnDv4R0qhxuZIAkrUCKasq7cxxWpRwU1f4-rPOv-i9mDz7Yp&s=1', 'media_description': 'Latina Teen Commits Suicide After Being Rescued From Sex-Trafficking Ring', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGFss4Bu0ivqzJB&w=369&h=369&url=https%3A%2F%2F1qxya61uvyue18mpsx3zc8om-wpengine.netdna-ssl.com%2Fwp-content%2Fuploads%2Fsites%2F2%2F2019%2F10%2Fletty-sex-trafficker.jpg&cfs=1&sx=167&sy=0&sw=369&sh=369&_nc_cb=1&_nc_hash=AQGTGzZXtA6qba1X'}]",,"17 Oct, 2019 16:10",112,297.3977695,83,27,2,2019-10-17,3,0,0,0,1,0,0,3,0,0,0,16,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2OTKzdJ&h=AT0Jgc4H3fKWlgrZYOf5-CKCLlPZOqP0KG6pVJ18kPxtASy9pqDu5hncQ4W8xk5TUVEmJ3P3xX1WTyY_HnDv4R0qhxuZIAkrUCKasq7cxxWpRwU1f4-rPOv-i9mDz7Yp&s=1,0,,0,,Latina Teen Commits Suicide After Being Rescued From Sex-Trafficking Ring,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGFss4Bu0ivqzJB&w=369&h=369&url=https%3A%2F%2F1qxya61uvyue18mpsx3zc8om-wpengine.netdna-ssl.com%2Fwp-content%2Fuploads%2Fsites%2F2%2F2019%2F10%2Fletty-sex-trafficker.jpg&cfs=1&sx=167&sy=0&sw=369&sh=369&_nc_cb=1&_nc_hash=AQGTGzZXtA6qba1X,0,1,87,2,2,2,2,1,1,70.0,0,0,0,0,0,0,1,1,1
68,https://www.facebook.com/1003344626383879/posts/2283095615075434/,2019-03-15T14:04:03+0000,"""We were able to wait for him to get there and catch him in the act of trying to collect the money,"" said Chief Corey Haines, Madison Heights police.","['abl', 'wait', 'get', 'catch', 'act', 'tri', 'collect', 'money', 'said', 'chief', 'corey', 'hain', 'madison', 'height', 'polic']",,,['Corey Haines'],,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2F6GFrq&h=AT2vK3c1yv2VW8KtZieUe9JaTAhXTbkBIdTb9AUj0wmrZe2SvQyJwqcgiLOtolenmeXnMattjD15_3GnW_--VaQ9_MskegjXsgGMtQGmLFDaZ0PaGLkGmyzjYHQVyYqG&s=1', 'media_description': 'Man charged for sex trafficking out of Madison Heights Days Inn', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEH0uIU0B3ORXTk&w=360&h=360&url=https%3A%2F%2Fmedia.fox2detroit.com%2Fmedia.fox2detroit.com%2Fphoto%2F2019%2F02%2F15%2FJames%2520Yun_1550266671199.jpg_6772999_ver1.0_640_360.jpg&cfs=1&sx=133&sy=0&sw=360&sh=360&_nc_cb=1&_nc_hash=AQEJDGQ2hyNIukQf'}]",,"15 Mar, 2019 10:04",110,344.072568,62,47,1,2019-03-15,4,0,0,0,0,1,0,1,0,1,0,10,1,1,0,0,0,0,1,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2F6GFrq&h=AT2vK3c1yv2VW8KtZieUe9JaTAhXTbkBIdTb9AUj0wmrZe2SvQyJwqcgiLOtolenmeXnMattjD15_3GnW_--VaQ9_MskegjXsgGMtQGmLFDaZ0PaGLkGmyzjYHQVyYqG&s=1,0,,0,,Man charged for sex trafficking out of Madison Heights Days Inn,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEH0uIU0B3ORXTk&w=360&h=360&url=https%3A%2F%2Fmedia.fox2detroit.com%2Fmedia.fox2detroit.com%2Fphoto%2F2019%2F02%2F15%2FJames%2520Yun_1550266671199.jpg_6772999_ver1.0_640_360.jpg&cfs=1&sx=133&sy=0&sw=360&sh=360&_nc_cb=1&_nc_hash=AQEJDGQ2hyNIukQf,0,0,89,2,2,2,2,1,1,78.75,0,0,0,0,0,0,0,1,1
119,https://www.facebook.com/1003344626383879/posts/2203992032985793/,2019-01-21T21:10:04+0000,The Hidalgo County District Attorney’s Office will soon become the first in the nation with a human trafficking unit dedicated to prosecuting cases of forced labor in the agricultural sector.,"['hidalgo', 'counti', 'district', 'attorney', 'offic', 'soon', 'becom', 'first', 'nation', 'human', 'traffick', 'unit', 'dedic', 'prosecut', 'case', 'forc', 'labor', 'agricultur', 'sector']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2W5KWDm&h=AT1CTpXqt4lNwoXrNev3HP7vunRea8PrvZkK7ukxtbOYwWCsGeNQ9FplT4fnwxohSZAwkJINsxOcsQpN1Ni3NU7lJ18yUWZHs05l0KxkWjzjn8UGx1zPD9anWlRr2GlX&s=1', 'media_description': 'Hidalgo County DA first in nation to focus unit on human trafficking - The Monitor', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGzzjZgG7WinH99&w=720&h=720&url=https%3A%2F%2Fd31029zd06w0t6.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F60%2F2019%2F01%2Fgonzalo-e1509392772699.jpg&cfs=1&sx=0&sy=16&sw=1252&sh=1252&_nc_cb=1&_nc_hash=AQEbPFGFSXr92Ugp'}]",,"21 Jan, 2019 16:10",109,355.976486,57,50,2,2019-01-21,0,1,0,0,0,0,0,0,1,0,0,16,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2W5KWDm&h=AT1CTpXqt4lNwoXrNev3HP7vunRea8PrvZkK7ukxtbOYwWCsGeNQ9FplT4fnwxohSZAwkJINsxOcsQpN1Ni3NU7lJ18yUWZHs05l0KxkWjzjn8UGx1zPD9anWlRr2GlX&s=1,0,,0,,Hidalgo County DA first in nation to focus unit on human trafficking - The Monitor,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGzzjZgG7WinH99&w=720&h=720&url=https%3A%2F%2Fd31029zd06w0t6.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F60%2F2019%2F01%2Fgonzalo-e1509392772699.jpg&cfs=1&sx=0&sy=16&sw=1252&sh=1252&_nc_cb=1&_nc_hash=AQEbPFGFSXr92Ugp,0,1,91,2,2,2,2,1,1,80.0,0,0,0,0,1,0,0,1,1
89,https://www.facebook.com/1003344626383879/posts/2508307315887595/,2019-07-22T14:04:11+0000,“Hernandez Acosta conspired to traffic minor girls for commercial sex throughout North Georgia.”,"['hernandez', 'acosta', 'conspir', 'traffic', 'minor', 'girl', 'commerci', 'sex', 'throughout', 'north', 'georgia']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Gr2N1o&h=AT1KN6LLglawK-e2aTfn7Tr71brQlE01sPmRS4wDczgO3Cn_-8kD50RQKGYAj2lfTgKofFeM-yMkm5ECutvcOjqkdC6RMccq2Y4KHS7NaQEblT84Zio1vKGg2ByEZHjj&s=1', 'media_description': 'Dalton, Ga man pleads guilty to sex trafficking of minors - AllOnGeorgia', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGRITzNTxqdEAhi&w=462&h=462&url=http%3A%2F%2Fwww.allongeorgia.com%2Fwp-content%2Fuploads%2F2019%2F07%2Fbrian-acosta-hernandex.png&cfs=1&_nc_cb=1&_nc_hash=AQGAz3JXfknX7yOG'}]",,"22 Jul, 2019 10:04",109,302.2739878,68,38,3,2019-07-22,0,1,0,0,0,0,0,2,0,0,1,10,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Gr2N1o&h=AT1KN6LLglawK-e2aTfn7Tr71brQlE01sPmRS4wDczgO3Cn_-8kD50RQKGYAj2lfTgKofFeM-yMkm5ECutvcOjqkdC6RMccq2Y4KHS7NaQEblT84Zio1vKGg2ByEZHjj&s=1,0,,0,,"Dalton, Ga man pleads guilty to sex trafficking of minors - AllOnGeorgia",https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGRITzNTxqdEAhi&w=462&h=462&url=http%3A%2F%2Fwww.allongeorgia.com%2Fwp-content%2Fuploads%2F2019%2F07%2Fbrian-acosta-hernandex.png&cfs=1&_nc_cb=1&_nc_hash=AQGAz3JXfknX7yOG,0,0,90,2,2,2,2,1,1,74.25,0,0,0,0,0,0,0,1,1
48,https://www.facebook.com/1003344626383879/posts/2480925921959068/,2019-07-07T13:01:52+0000,Only 1-2% of victims are recovered from Human Trafficking. The best thing we can do is become educated and prevent our children from being lured into trafficking.,"['-', 'victim', 'recov', 'human', 'traffick', 'best', 'thing', 'becom', 'educ', 'prevent', 'children', 'lure', 'traffick']",,,,,"[{'media_type': 'photo', 'media_url': 'https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/p720x720/66297935_2480924815292512_3853799490989326336_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&_nc_ohc=U32yowfhjDUAX-v8SjT&_nc_ht=scontent-lax3-1.xx&tp=6&oh=fe7aa76fedee23143a0a77969b16b40b&oe=606F6C04', 'media_description': None, 'thumbnail_url': None}]",,"07 Jul, 2019 9:01",108,303.2855939,52,53,3,2019-07-07,6,0,0,0,0,0,0,2,0,0,1,9,1,1,0,0,0,0,0,0,,1,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/p720x720/66297935_2480924815292512_3853799490989326336_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&_nc_ohc=U32yowfhjDUAX-v8SjT&_nc_ht=scontent-lax3-1.xx&tp=6&oh=fe7aa76fedee23143a0a77969b16b40b&oe=606F6C04,0,,,,0,1,92,2,2,2,2,1,1,81.25,1,0,0,0,0,0,0,1,1
16,https://www.facebook.com/1003344626383879/posts/2258563684195294/,2019-02-25T20:00:43+0000,"The corporations, owners, managers and workers that run the country’s 50,000 hotels and motels to often turn a blind eye to sex trafficking.","['corpor', 'owner', 'manag', 'worker', 'run', 'countri', 'hotel', 'motel', 'often', 'turn', 'blind', 'eye', 'sex', 'traffick']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Sjzlxn&h=AT1kZF6IRQ9xIHPA8c-DbZivFCtlyF05Qgc6RHAaVykLV1IV55GscjtNT_-QkhH6NQfQ391U6YRq4BaFA1thSNBwJ3uxBP0u5mfwB21pZpa_hN0GkrE1vllC9xNmJ20E&s=1', 'media_description': 'Hotels, airlines and tech companies must stop harboring sex traffickers', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGN2SDKfl3klP5u&w=630&h=630&url=https%3A%2F%2Fdallasnews.imgix.net%2F1550777746-sex_trafficking_WEB.jpg%3Fw%3D1200%26h%3D630%26format%3Djpg%26crop%3Dfaces%26fit%3Dcrop&cfs=1&_nc_cb=1&_nc_hash=AQGnDGhxDz3tJSZH'}]",,"25 Feb, 2019 15:00",107,336.7957192,49,57,1,2019-02-25,0,1,0,0,0,0,0,0,1,0,0,15,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Sjzlxn&h=AT1kZF6IRQ9xIHPA8c-DbZivFCtlyF05Qgc6RHAaVykLV1IV55GscjtNT_-QkhH6NQfQ391U6YRq4BaFA1thSNBwJ3uxBP0u5mfwB21pZpa_hN0GkrE1vllC9xNmJ20E&s=1,0,,0,,"Hotels, airlines and tech companies must stop harboring sex traffickers",https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGN2SDKfl3klP5u&w=630&h=630&url=https%3A%2F%2Fdallasnews.imgix.net%2F1550777746-sex_trafficking_WEB.jpg%3Fw%3D1200%26h%3D630%26format%3Djpg%26crop%3Dfaces%26fit%3Dcrop&cfs=1&_nc_cb=1&_nc_hash=AQGnDGhxDz3tJSZH,0,0,94,2,2,2,2,1,1,82.25,0,0,0,0,0,0,0,1,1
25,https://www.facebook.com/1003344626383879/posts/2542933995758260/,2019-08-10T20:10:02+0000,"""In Georgia, the operation resulted in the recovery of seven child victims and four adult victims, along with the arrest of three pimps or traffickers.""","['georgia', 'oper', 'result', 'recoveri', 'seven', 'child', 'victim', 'four', 'adult', 'victim', 'along', 'arrest', 'three', 'pimp', 'traffick']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2YSiYuT&h=AT3CJzhZ0LfZLqzu0n8weJlJBUSyZDuB6JnLkSxpMSUOj_C6srC4ZmtAkXyAM5MYSlVU1JgxzmMbFf2x1MmzYWuv7KuUQGDbyITbtz022Nbc5giGdsjU1nl13Y7PrDxl&s=1', 'media_description': 'FBI operation recovers 11 sex trafficking victims, arrests three on pimping charges in Smyrna', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFCO_kFjgJ7aTp1&w=504&h=504&url=https%3A%2F%2Fbloximages.newyork1.vip.townnews.com%2Fmdjonline.com%2Fcontent%2Ftncms%2Fassets%2Fv3%2Feditorial%2Ff%2F29%2Ff29f547c-b7a4-11e9-8390-67348feb4eaa%2F5d4864bc6fdfb.image.jpg%3Fresize%3D504%252C630&cfs=1&sx=0&sy=110&sw=504&sh=504&_nc_cb=1&_nc_hash=AQGfEw7UqZ6CrpMU'}]",,"10 Aug, 2019 16:10",106,288.9070591,67,36,3,2019-08-10,5,0,0,0,0,0,1,2,0,0,1,16,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2YSiYuT&h=AT3CJzhZ0LfZLqzu0n8weJlJBUSyZDuB6JnLkSxpMSUOj_C6srC4ZmtAkXyAM5MYSlVU1JgxzmMbFf2x1MmzYWuv7KuUQGDbyITbtz022Nbc5giGdsjU1nl13Y7PrDxl&s=1,0,,0,,"FBI operation recovers 11 sex trafficking victims, arrests three on pimping charges in Smyrna",https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFCO_kFjgJ7aTp1&w=504&h=504&url=https%3A%2F%2Fbloximages.newyork1.vip.townnews.com%2Fmdjonline.com%2Fcontent%2Ftncms%2Fassets%2Fv3%2Feditorial%2Ff%2F29%2Ff29f547c-b7a4-11e9-8390-67348feb4eaa%2F5d4864bc6fdfb.image.jpg%3Fresize%3D504%252C630&cfs=1&sx=0&sy=110&sw=504&sh=504&_nc_cb=1&_nc_hash=AQGfEw7UqZ6CrpMU,0,1,95,2,2,2,2,1,1,71.75,0,0,0,0,0,0,0,1,1
158,https://www.facebook.com/1003344626383879/posts/2205023799549283/,2019-01-22T15:04:04+0000,"Law enforcement in Cumberland County, including Fayetteville police, levied 48 charges against 34 defendants accused of human trafficking, sexual servitude or involuntary servitude, show records from the N.C.","['law', 'enforc', 'cumberland', 'counti', 'includ', 'fayettevil', 'polic', 'levi', 'charg', 'defend', 'accus', 'human', 'traffick', 'sexual', 'servitud', 'involuntari', 'servitud', 'show', 'record', 'n', 'c']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2U0q0M4&h=AT05OwwYRhNFvZedXznb7ZuJovt3PVRmEAR2I5K4_uma3fzxkDKPbydPKVyRpsSiZJpsa05EM2b7ZP2sr7_z6TLelBuLeMNnC_21krcdlr_d2mkRjEWtiWEVOzxVTOJ6&s=1', 'media_description': 'Cumberland County leads NC in human trafficking charges', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQE4DfHJcvYJ2yXq&w=720&h=720&url=https%3A%2F%2Fwww.fayobserver.com%2Fstoryimage%2FNC%2F20190119%2FNEWS%2F190117938%2FAR%2F0%2FAR-190117938.jpg&cfs=1&_nc_cb=1&_nc_hash=AQFxzycDZhgD3aoJ'}]",,"22 Jan, 2019 10:04",105,342.5774878000001,56,49,0,2019-01-22,1,0,1,0,0,0,0,0,1,0,0,10,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2U0q0M4&h=AT05OwwYRhNFvZedXznb7ZuJovt3PVRmEAR2I5K4_uma3fzxkDKPbydPKVyRpsSiZJpsa05EM2b7ZP2sr7_z6TLelBuLeMNnC_21krcdlr_d2mkRjEWtiWEVOzxVTOJ6&s=1,0,,0,,Cumberland County leads NC in human trafficking charges,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQE4DfHJcvYJ2yXq&w=720&h=720&url=https%3A%2F%2Fwww.fayobserver.com%2Fstoryimage%2FNC%2F20190119%2FNEWS%2F190117938%2FAR%2F0%2FAR-190117938.jpg&cfs=1&_nc_cb=1&_nc_hash=AQFxzycDZhgD3aoJ,0,0,97,2,2,2,2,1,1,77.0,0,0,0,0,1,0,0,1,1
